wo_code,vendor_name,score_month,wo_type,priority,asset_code,asset_id,reported_at,attended_at,completed_at,first_fix,recall,recall_of_wo_code,cost_estimated,cost_actual,attendance_hours,part_code,parts_cost
WO-SAFE-2603-1166,SafeLift Engineering Ltd,2026-03-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-26T12:00:00+00:00,2026-03-26T14:54:14.880548+00:00,2026-03-27T02:09:44.222529+00:00,False,False,,354.38,371.43,11.26,CONTACTOR-25A,19.92
WO-SAFE-2603-1167,SafeLift Engineering Ltd,2026-03-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-03-27T13:00:00+00:00,2026-03-27T22:53:28.932762+00:00,2026-03-29T11:51:55.807798+00:00,True,False,,790.83,829.89,36.97,CONTACTOR-25A,33.68
WO-SAFE-2603-1168,SafeLift Engineering Ltd,2026-03-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-03-28T14:00:00+00:00,2026-03-30T02:31:20.140093+00:00,2026-04-03T17:33:41.692840+00:00,True,False,,573.32,623.91,111.04,BREAKER-32A,45.91
WO-APEX-2604-1169,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-04-01T07:00:00+00:00,2026-04-01T07:49:35.528044+00:00,2026-04-01T09:09:28.846051+00:00,False,False,,887.23,930.86,1.33,CONTACTOR-25A,46.68
WO-APEX-2604-1170,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-04-02T08:00:00+00:00,2026-04-02T11:15:21.124283+00:00,2026-04-03T02:15:35.901155+00:00,True,False,,571.1,556.64,15.0,BELT-A42,77.11
WO-APEX-2604-1171,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-04-03T09:00:00+00:00,2026-04-04T01:37:35.993982+00:00,2026-04-05T02:16:08.711427+00:00,True,False,,524.94,529.8,24.64,BELT-A42,38.81
WO-APEX-2604-1172,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-04-04T10:00:00+00:00,2026-04-08T14:48:00+00:00,2026-04-08T15:48:00+00:00,False,True,WO-APEX-2603-1109,831.73,778.4,1.0,BREAKER-32A,49.66
WO-APEX-2604-1173,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-04-05T11:00:00+00:00,2026-04-05T11:22:32.184728+00:00,2026-04-05T14:31:44.535124+00:00,True,False,,650.08,646.29,3.15,CONTACTOR-25A,40.31
WO-APEX-2604-1174,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-04-06T12:00:00+00:00,2026-04-06T15:11:50.860713+00:00,2026-04-06T22:40:24.703126+00:00,True,False,,700.64,770.13,7.48,BELT-A42,22.56
WO-APEX-2604-1175,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-04-07T13:00:00+00:00,2026-04-08T07:14:16.375974+00:00,2026-04-11T14:12:00+00:00,True,False,,719.28,682.94,78.96,SEAL-KIT-PUMP,43.78
WO-APEX-2604-1176,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-04-08T14:00:00+00:00,2026-04-10T00:52:03.603728+00:00,2026-04-12T23:21:55.161235+00:00,True,False,,820.27,1079.59,70.5,FILTER-HEPA-20,62.26
WO-APEX-2604-1177,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-04-09T15:00:00+00:00,2026-04-09T15:39:23.604971+00:00,2026-04-09T18:02:13.906849+00:00,False,True,WO-APEX-2604-1170,422.72,440.41,2.38,BREAKER-32A,20.96
WO-APEX-2604-1178,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-04-10T16:00:00+00:00,2026-04-10T18:20:01.022819+00:00,2026-04-11T02:38:27.071657+00:00,True,False,,281.24,264.23,8.31,LAMP-LED-4FT,65.98
WO-APEX-2604-1179,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-04-11T07:00:00+00:00,2026-04-11T18:11:08.466302+00:00,2026-04-13T13:49:25.575681+00:00,False,True,WO-APEX-2604-1172,650.65,582.27,43.64,BELT-A42,50.42
WO-APEX-2604-1180,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-04-12T08:00:00+00:00,2026-04-14T17:02:48.074801+00:00,2026-04-17T14:17:55.647415+00:00,True,False,,839.61,862.71,69.25,LAMP-LED-4FT,26.12
WO-APEX-2604-1181,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-04-13T09:00:00+00:00,2026-04-13T09:37:59.363117+00:00,2026-04-13T11:25:54.088431+00:00,True,False,,567.01,528.69,1.8,SEAL-KIT-PUMP,24.29
WO-APEX-2604-1182,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-04-14T10:00:00+00:00,2026-04-14T12:10:58.243982+00:00,2026-04-15T18:24:00+00:00,True,False,,586.2,778.39,30.22,SEAL-KIT-PUMP,33.62
WO-APEX-2604-1183,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-04-15T11:00:00+00:00,2026-04-16T01:04:06.630037+00:00,2026-04-16T19:59:04.706875+00:00,True,False,,245.48,263.67,18.92,LAMP-LED-4FT,17.62
WO-APEX-2604-1184,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-04-16T12:00:00+00:00,2026-04-18T03:54:36.651266+00:00,2026-04-25T22:48:00+00:00,True,False,,465.08,492.52,186.89,LAMP-LED-4FT,32.27
WO-APEX-2604-1185,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-04-17T13:00:00+00:00,2026-04-17T13:50:48.364848+00:00,2026-04-17T18:24:00+00:00,True,False,,852.32,1099.83,4.55,BREAKER-32A,24.85
WO-APEX-2604-1186,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-04-18T14:00:00+00:00,2026-04-18T17:23:03.424261+00:00,2026-04-19T04:11:23.119534+00:00,False,False,,450.46,467.95,10.81,CONTACTOR-25A,32.9
WO-APEX-2604-1187,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-04-19T15:00:00+00:00,2026-04-21T00:36:00+00:00,2026-04-21T09:57:00.398679+00:00,False,False,,781.07,870.77,9.35,SEAL-KIT-PUMP,20.66
WO-APEX-2604-1188,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-04-20T16:00:00+00:00,2026-04-21T22:41:40.909361+00:00,2026-04-25T01:53:33.084233+00:00,True,False,,810.15,719.2,75.2,FILTER-HEPA-20,43.08
WO-APEX-2604-1189,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-04-21T07:00:00+00:00,2026-04-21T07:37:36.009412+00:00,2026-04-21T12:24:00+00:00,True,False,,807.99,719.61,4.77,BELT-A42,18.19
WO-APEX-2604-1190,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,AHU-01,2254deb1-ceda-5fdc-8662-5e88a82a385f,2026-04-22T08:00:00+00:00,2026-04-22T09:30:29.873755+00:00,2026-04-23T05:31:18.484662+00:00,False,False,,594.8,633.71,20.01,BELT-A42,63.12
WO-APEX-2604-1191,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,AHU-02,9082654d-d28b-5d44-8b6e-44a75f9f53ca,2026-04-23T09:00:00+00:00,2026-04-23T21:39:32.381010+00:00,2026-04-24T23:42:19.948098+00:00,True,False,,606.0,558.75,26.05,LAMP-LED-4FT,43.18
WO-APEX-2604-1192,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,CHILLER-01,4e25ee9b-426a-5909-8968-db80ba6ee435,2026-04-24T10:00:00+00:00,2026-04-28T14:48:00+00:00,2026-04-29T11:14:18.778149+00:00,True,False,,681.34,648.62,20.44,LAMP-LED-4FT,24.78
WO-APEX-2604-1193,Apex Mechanical Services Ltd,2026-04-01,Reactive,P1,BOILER-01,86e56c75-769b-5c12-ade3-52ebb40657dc,2026-04-25T11:00:00+00:00,2026-04-25T11:46:17.931652+00:00,2026-04-25T12:53:19.332594+00:00,True,False,,477.13,480.56,1.12,BELT-A42,18.24
WO-APEX-2604-1194,Apex Mechanical Services Ltd,2026-04-01,Reactive,P2,PUMP-HW-01,c96ceff1-b9a9-5a89-a4f6-cbc599c0fc6d,2026-04-26T12:00:00+00:00,2026-04-26T14:11:22.311661+00:00,2026-04-27T20:24:00+00:00,True,False,,777.17,996.2,30.21,FILTER-HEPA-20,37.83
WO-APEX-2604-1195,Apex Mechanical Services Ltd,2026-04-01,Reactive,P3,FCU-301,00cca8c0-d38f-5cf7-bcd4-22497ed31c44,2026-04-27T13:00:00+00:00,2026-04-28T05:45:38.984998+00:00,2026-04-29T13:55:07.021725+00:00,False,False,,419.73,370.91,32.16,FILTER-HEPA-20,26.15
WO-APEX-2604-1196,Apex Mechanical Services Ltd,2026-04-01,Reactive,P4,FCU-302,df5a27e5-a1b5-5620-b88c-e1fb6174c980,2026-04-28T14:00:00+00:00,2026-04-30T23:48:42.751268+00:00,2026-05-03T19:37:57.388797+00:00,True,False,,352.32,333.98,67.82,CONTACTOR-25A,19.88
WO-BRIG-2604-1197,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-04-01T07:00:00+00:00,2026-04-01T07:47:07.967666+00:00,2026-04-01T09:31:55.229282+00:00,True,False,,728.37,676.47,1.75,SEAL-KIT-PUMP,66.57
WO-BRIG-2604-1198,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-04-02T08:00:00+00:00,2026-04-02T09:14:08.461616+00:00,2026-04-03T00:14:23.059545+00:00,True,False,,392.54,487.58,15.0,LAMP-LED-4FT,40.25
WO-BRIG-2604-1199,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-04-03T09:00:00+00:00,2026-04-03T20:39:21.054777+00:00,2026-04-05T17:16:51.537086+00:00,True,False,,712.51,752.31,44.63,BREAKER-32A,61.8
WO-BRIG-2604-1200,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-04-04T10:00:00+00:00,2026-04-06T18:49:07.807356+00:00,2026-04-10T16:23:13.838762+00:00,True,False,,784.13,1098.46,93.57,LAMP-LED-4FT,54.77
WO-BRIG-2604-1201,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-04-05T11:00:00+00:00,2026-04-05T12:24:00+00:00,2026-04-05T12:44:09.369180+00:00,True,False,,508.33,687.36,0.5,BREAKER-32A,41.08
WO-BRIG-2604-1202,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-04-06T12:00:00+00:00,2026-04-06T14:24:49.017002+00:00,2026-04-07T20:24:00+00:00,False,True,WO-BRIG-2603-1136,561.18,625.49,29.99,BREAKER-32A,50.96
WO-BRIG-2604-1203,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-04-07T13:00:00+00:00,2026-04-08T08:12:32.430352+00:00,2026-04-08T21:39:09.329159+00:00,False,True,WO-BRIG-2604-1197,287.21,379.73,13.44,LAMP-LED-4FT,63.71
WO-BRIG-2604-1204,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-04-08T14:00:00+00:00,2026-04-12T18:48:00+00:00,2026-04-12T23:45:20.918255+00:00,True,False,,395.98,356.12,4.96,FILTER-HEPA-20,47.37
WO-BRIG-2604-1205,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-04-09T15:00:00+00:00,2026-04-09T15:33:42.490098+00:00,2026-04-09T17:52:24.586144+00:00,True,False,,788.64,756.7,2.31,FILTER-HEPA-20,56.67
WO-BRIG-2604-1206,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-04-10T16:00:00+00:00,2026-04-10T18:43:22.918683+00:00,2026-04-11T08:24:05.075150+00:00,True,False,,845.39,800.83,13.68,FILTER-HEPA-20,37.42
WO-BRIG-2604-1207,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-04-11T07:00:00+00:00,2026-04-12T16:36:00+00:00,2026-04-12T17:36:00+00:00,True,False,,770.9,850.25,1.0,BELT-A42,61.67
WO-BRIG-2604-1208,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-04-12T08:00:00+00:00,2026-04-14T08:24:38.104735+00:00,2026-04-17T00:36:26.079136+00:00,True,False,,749.16,673.36,64.2,FILTER-HEPA-20,50.08
WO-BRIG-2604-1209,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-04-13T09:00:00+00:00,2026-04-13T10:24:00+00:00,2026-04-13T10:45:07.331375+00:00,True,False,,608.84,583.47,0.5,LAMP-LED-4FT,41.24
WO-BRIG-2604-1210,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-04-14T10:00:00+00:00,2026-04-14T13:16:13.851332+00:00,2026-04-15T00:46:55.831278+00:00,True,False,,241.7,258.99,11.51,CONTACTOR-25A,38.73
WO-BRIG-2604-1211,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-04-15T11:00:00+00:00,2026-04-16T20:36:00+00:00,2026-04-17T14:37:13.554302+00:00,True,False,,256.72,324.3,18.02,FILTER-HEPA-20,73.35
WO-BRIG-2604-1212,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-04-16T12:00:00+00:00,2026-04-20T16:48:00+00:00,2026-04-20T20:54:10.327931+00:00,True,False,,198.91,179.48,4.1,LAMP-LED-4FT,39.74
WO-BRIG-2604-1213,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-04-17T13:00:00+00:00,2026-04-17T14:24:00+00:00,2026-04-17T16:09:30.017560+00:00,True,False,,894.77,1181.72,1.76,BELT-A42,42.6
WO-BRIG-2604-1214,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-04-18T14:00:00+00:00,2026-04-18T15:31:15.803780+00:00,2026-04-19T01:36:23.359713+00:00,True,False,,743.52,822.79,10.09,SEAL-KIT-PUMP,45.68
WO-BRIG-2604-1215,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-04-19T15:00:00+00:00,2026-04-19T23:59:18.462260+00:00,2026-04-20T20:02:37.051078+00:00,False,False,,453.52,447.01,20.06,BREAKER-32A,21.46
WO-BRIG-2604-1216,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-04-20T16:00:00+00:00,2026-04-22T02:17:54.024550+00:00,2026-04-30T02:48:00+00:00,True,False,,406.21,451.91,192.5,BREAKER-32A,72.83
WO-BRIG-2604-1217,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-04-21T07:00:00+00:00,2026-04-21T07:26:00.000108+00:00,2026-04-21T09:21:07.598177+00:00,True,False,,262.0,267.8,1.92,SEAL-KIT-PUMP,33.39
WO-BRIG-2604-1218,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-04-22T08:00:00+00:00,2026-04-22T13:36:00+00:00,2026-04-23T04:54:56.516346+00:00,False,False,,778.52,1096.86,15.32,BELT-A42,20.66
WO-BRIG-2604-1219,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,PANEL-FIRE,effe74d6-6e74-576e-96ca-b31101bdc1f4,2026-04-23T09:00:00+00:00,2026-04-24T00:53:39.664265+00:00,2026-04-25T15:32:54.636312+00:00,True,False,,893.3,872.03,38.65,BREAKER-32A,41.2
WO-BRIG-2604-1220,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,DOOR-AUTO-1,81e5b385-171e-5889-8c6a-77e4a2aeef49,2026-04-24T10:00:00+00:00,2026-04-26T21:56:59.101488+00:00,2026-05-03T20:48:00+00:00,False,False,,607.55,550.59,166.85,CONTACTOR-25A,24.14
WO-BRIG-2604-1221,BrightSpark Electrical Ltd,2026-04-01,Reactive,P1,DB-MAIN,50e801c0-1ad5-504f-95d7-d8e74b34b567,2026-04-25T11:00:00+00:00,2026-04-25T12:24:00+00:00,2026-04-25T13:43:35.186104+00:00,True,False,,876.1,938.39,1.33,CONTACTOR-25A,43.8
WO-BRIG-2604-1222,BrightSpark Electrical Ltd,2026-04-01,Reactive,P2,DB-FLOOR3,79ece533-a40c-5da9-b9b8-90ff4936aa1d,2026-04-26T12:00:00+00:00,2026-04-26T14:25:39.307857+00:00,2026-04-27T05:51:07.102460+00:00,True,False,,449.37,468.73,15.42,CONTACTOR-25A,44.11
WO-BRIG-2604-1223,BrightSpark Electrical Ltd,2026-04-01,Reactive,P3,LIGHT-CORE,3ba07b83-7e04-5835-bc79-d56876b0b151,2026-04-27T13:00:00+00:00,2026-04-28T00:05:58.939119+00:00,2026-04-30T02:56:22.961789+00:00,False,True,WO-BRIG-2604-1217,778.55,750.21,50.84,BELT-A42,67.38
WO-BRIG-2604-1224,BrightSpark Electrical Ltd,2026-04-01,Reactive,P4,UPS-IT,ae943b54-af87-5938-a8be-684dfa2dd4ab,2026-04-28T14:00:00+00:00,2026-04-29T15:27:57.139317+00:00,2026-05-03T21:50:50.968448+00:00,True,False,,212.17,187.86,102.38,BREAKER-32A,71.14
WO-SAFE-2604-1225,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-01T07:00:00+00:00,2026-04-01T07:42:26.169180+00:00,2026-04-01T09:37:55.156094+00:00,True,False,,486.99,521.79,1.92,BREAKER-32A,40.12
WO-SAFE-2604-1226,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-02T08:00:00+00:00,2026-04-02T10:49:20.115887+00:00,2026-04-03T04:11:49.806575+00:00,True,False,,489.28,605.73,17.37,FILTER-HEPA-20,73.17
WO-SAFE-2604-1227,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-03T09:00:00+00:00,2026-04-03T23:17:12.965782+00:00,2026-04-05T02:58:06.776612+00:00,False,True,WO-SAFE-2604-1225,262.05,261.39,27.68,LAMP-LED-4FT,41.75
WO-SAFE-2604-1228,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-04T10:00:00+00:00,2026-04-05T21:22:40.136313+00:00,2026-04-10T04:13:24.583527+00:00,False,False,,688.31,926.4,102.85,CONTACTOR-25A,53.43
WO-SAFE-2604-1229,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-05T11:00:00+00:00,2026-04-05T12:24:00+00:00,2026-04-05T12:57:57.920532+00:00,True,False,,481.13,617.58,0.57,SEAL-KIT-PUMP,23.01
WO-SAFE-2604-1230,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-06T12:00:00+00:00,2026-04-06T15:23:59.204456+00:00,2026-04-07T04:15:32.223276+00:00,True,False,,281.01,365.81,12.86,FILTER-HEPA-20,56.24
WO-SAFE-2604-1231,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-07T13:00:00+00:00,2026-04-08T01:16:05.027237+00:00,2026-04-11T14:12:00+00:00,False,False,,474.58,498.52,84.93,FILTER-HEPA-20,19.62
WO-SAFE-2604-1232,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-08T14:00:00+00:00,2026-04-09T20:19:58.686418+00:00,2026-04-11T11:56:46.994266+00:00,True,False,,742.13,790.67,39.61,FILTER-HEPA-20,19.97
WO-SAFE-2604-1233,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-09T15:00:00+00:00,2026-04-09T15:35:55.350241+00:00,2026-04-09T20:24:00+00:00,False,False,,570.27,605.86,4.8,LAMP-LED-4FT,19.95
WO-SAFE-2604-1234,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-10T16:00:00+00:00,2026-04-10T21:36:00+00:00,2026-04-11T10:36:58.125373+00:00,True,False,,899.51,866.82,13.02,FILTER-HEPA-20,50.04
WO-SAFE-2604-1235,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-11T07:00:00+00:00,2026-04-12T00:54:04.593104+00:00,2026-04-15T08:12:00+00:00,True,False,,691.74,636.29,79.3,BELT-A42,24.98
WO-SAFE-2604-1236,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-12T08:00:00+00:00,2026-04-14T02:40:41.950473+00:00,2026-04-17T05:20:09.764212+00:00,False,True,WO-SAFE-2604-1234,884.88,1181.0,74.66,BREAKER-32A,41.85
WO-SAFE-2604-1237,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-13T09:00:00+00:00,2026-04-13T09:42:45.186390+00:00,2026-04-13T14:24:00+00:00,True,False,,222.69,302.21,4.69,BELT-A42,48.71
WO-SAFE-2604-1238,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-14T10:00:00+00:00,2026-04-14T15:36:00+00:00,2026-04-14T22:34:14.364769+00:00,False,False,,462.74,625.05,6.97,LAMP-LED-4FT,43.02
WO-SAFE-2604-1239,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-15T11:00:00+00:00,2026-04-16T20:36:00+00:00,2026-04-17T19:28:47.396833+00:00,False,False,,680.19,672.79,22.88,FILTER-HEPA-20,18.72
WO-SAFE-2604-1240,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-16T12:00:00+00:00,2026-04-17T13:17:18.274777+00:00,2026-04-22T16:51:38.248282+00:00,False,False,,792.08,772.64,123.57,LAMP-LED-4FT,21.51
WO-SAFE-2604-1241,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-17T13:00:00+00:00,2026-04-17T14:24:00+00:00,2026-04-17T15:16:31.837117+00:00,True,False,,587.62,565.58,0.88,FILTER-HEPA-20,47.4
WO-SAFE-2604-1242,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-18T14:00:00+00:00,2026-04-18T19:36:00+00:00,2026-04-19T05:06:53.932147+00:00,True,False,,797.51,701.94,9.51,BREAKER-32A,18.01
WO-SAFE-2604-1243,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-19T15:00:00+00:00,2026-04-20T02:11:04.648768+00:00,2026-04-22T03:16:45.268657+00:00,True,False,,439.51,597.48,49.09,LAMP-LED-4FT,39.89
WO-SAFE-2604-1244,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-20T16:00:00+00:00,2026-04-22T19:30:25.896312+00:00,2026-04-24T23:15:19.436484+00:00,False,True,WO-SAFE-2604-1242,248.53,298.5,51.75,BREAKER-32A,33.88
WO-SAFE-2604-1245,SafeLift Engineering Ltd,2026-04-01,Reactive,P1,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-21T07:00:00+00:00,2026-04-21T07:29:20.276817+00:00,2026-04-21T12:24:00+00:00,True,False,,799.45,795.17,4.91,BREAKER-32A,22.33
WO-SAFE-2604-1246,SafeLift Engineering Ltd,2026-04-01,Reactive,P2,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-22T08:00:00+00:00,2026-04-22T10:00:31.088582+00:00,2026-04-23T16:24:00+00:00,True,False,,455.56,496.51,30.39,BELT-A42,50.31
WO-SAFE-2604-1247,SafeLift Engineering Ltd,2026-04-01,Reactive,P3,LIFT-A,57552a38-528d-582d-8d05-fb00e5254bf0,2026-04-23T09:00:00+00:00,2026-04-24T18:36:00+00:00,2026-04-25T11:46:17.373410+00:00,False,True,WO-SAFE-2604-1245,432.86,598.23,17.17,LAMP-LED-4FT,20.34
WO-SAFE-2604-1248,SafeLift Engineering Ltd,2026-04-01,Reactive,P4,LIFT-B,6e9bab87-0df8-5148-9385-2c8f65780111,2026-04-24T10:00:00+00:00,2026-04-25T11:34:42.306435+00:00,2026-05-03T20:48:00+00:00,True,False,,456.5,436.18,201.22,BREAKER-32A,21.44
